"has_null","wave","gender","age","race","samerace","importance_same_race","importance_same_religion","field","attractive_important","sincere_important","intellicence_important","funny_important","ambtition_important","shared_interests_important","attractive","sincere","intelligence","funny","ambition","attractive_partner","sincere_partner","intelligence_partner","funny_partner","ambition_partner","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","interests_correlate","expected_happy_with_sd_people","like","guess_prob_liked","met","decision","match"
1,10,"male",27,"Other",1,1,1,"Business",25,15,20,20,15,5,5,6,8,8,8,5,7,8,6,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,0.23,6,7,4,0,0,0
1,10,"male",27,"Other",0,1,1,"Business",25,15,20,20,15,5,5,6,8,8,8,7,8,6,8,6,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,0.04,6,8,6,0,1,1
1,10,"male",27,"Other",0,1,1,"Business",25,15,20,20,15,5,5,6,8,8,8,6,6,9,6,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,-0.03,6,6,4,0,0,0
1,10,"male",27,"Other",0,1,1,"Business",25,15,20,20,15,5,5,6,8,8,8,6,7,7,6,6,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,0.15,6,6,4,0,0,0
1,10,"male",27,"Other",0,1,1,"Business",25,15,20,20,15,5,5,6,8,8,8,6,8,7,7,6,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,0.14,6,7,5,0,0,0
1,10,"male",27,"Other",0,1,1,"Business",25,15,20,20,15,5,5,6,8,8,8,6,7,8,6,3,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,0.15,6,6,4,0,0,0
1,10,"male",27,"Other",0,1,1,"Business",25,15,20,20,15,5,5,6,8,8,8,6,7,7,8,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,0.09,6,7,6,0,1,0
1,10,"male",27,"Other",0,1,1,"Business",25,15,20,20,15,5,5,6,8,8,8,6,7,7,8,7,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,0.17,6,7,6,0,1,1
1,10,"male",27,"Other",0,1,1,"Business",25,15,20,20,15,5,5,6,8,8,8,8,7,7,6,6,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,0.16,6,8,5,0,1,1
1,10,"male",33,"Other",1,2,7,"Finance",22,22,15,15,5,21,7,9,7,10,7,9,9,8,9,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,0.3,5,9,8,0,1,0
1,10,"male",33,"Other",0,2,7,"Finance",22,22,15,15,5,21,7,9,7,10,7,9,8,9,9,6,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,0.31,5,9,8,0,1,0
1,10,"male",33,"Other",0,2,7,"Finance",22,22,15,15,5,21,7,9,7,10,7,9,9,9,6,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,0.47,5,7,6,0,0,0
1,10,"male",33,"Other",0,2,7,"Finance",22,22,15,15,5,21,7,9,7,10,7,6,9,8,7,8,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,-0.09,5,2,6,0,0,0
1,10,"male",33,"Other",0,2,7,"Finance",22,22,15,15,5,21,7,9,7,10,7,9,9,8,9,8,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,0.2,5,9,8,1,1,0
1,10,"male",33,"Other",0,2,7,"Finance",22,22,15,15,5,21,7,9,7,10,7,6,7,6,5,5,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,0.32,5,6,4,0,0,0
1,10,"male",33,"Other",0,2,7,"Finance",22,22,15,15,5,21,7,9,7,10,7,8,9,8,10,9,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,-0.18,5,9,6,0,1,0
1,10,"male",33,"Other",0,2,7,"Finance",22,22,15,15,5,21,7,9,7,10,7,2,9,7,9,9,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,0.19,5,8,7,0,1,0
1,10,"male",33,"Other",0,2,7,"Finance",22,22,15,15,5,21,7,9,7,10,7,9,8,9,9,7,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,0.27,5,9,7,0,1,0
1,10,"male",25,"Other",1,1,1,"Classics",20,20,20,20,10,10,10,9,9,10,10,5,10,6,7,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,0.66,7,5,6,0,0,0
1,10,"male",25,"Other",0,1,1,"Classics",20,20,20,20,10,10,10,9,9,10,10,9,10,7,9,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,0.65,7,9,9,0,1,0
1,10,"male",25,"Other",0,1,1,"Classics",20,20,20,20,10,10,10,9,9,10,10,3,8,5,4,4,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,0.39,7,4,6,0,0,0
1,10,"male",25,"Other",0,1,1,"Classics",20,20,20,20,10,10,10,9,9,10,10,6,10,8,7,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,0.6,7,6,9,0,1,1
1,10,"male",25,"Other",0,1,1,"Classics",20,20,20,20,10,10,10,9,9,10,10,8,8,8,9,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,0.81,7,8,9,0,1,1
1,10,"male",25,"Other",0,1,1,"Classics",20,20,20,20,10,10,10,9,9,10,10,5,8,7,6,6,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,0.6,7,5,9,0,0,0
1,10,"male",25,"Other",0,1,1,"Classics",20,20,20,20,10,10,10,9,9,10,10,6,7,7,8,9,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,-0.38,7,7,10,0,1,1
1,10,"male",25,"Other",0,1,1,"Classics",20,20,20,20,10,10,10,9,9,10,10,8,10,8,8,8,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,0.76,7,8,9,0,1,1
1,10,"male",25,"Other",0,1,1,"Classics",20,20,20,20,10,10,10,9,9,10,10,7,8,7,8,7,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,0.67,7,7,9,0,1,1
1,10,"male",33,"Other",1,2,2,"Philosophy [Ph.D.]",19,19,19,19,19,5,8,10,9,10,9,8,8,8,6,9,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,-0.12,5,7,4,0,0,0
1,10,"male",33,"Other",0,2,2,"Philosophy [Ph.D.]",19,19,19,19,19,5,8,10,9,10,9,8,9,8,8,8,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,0.11,5,8,8,0,1,0
1,10,"male",33,"Other",0,2,2,"Philosophy [Ph.D.]",19,19,19,19,19,5,8,10,9,10,9,4,8,7,3,8,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,0.39,5,3,6,0,0,0
1,10,"male",33,"Other",0,2,2,"Philosophy [Ph.D.]",19,19,19,19,19,5,8,10,9,10,9,5,8,7,4,8,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,0.03,5,5,6,0,0,0
1,10,"male",33,"Other",0,2,2,"Philosophy [Ph.D.]",19,19,19,19,19,5,8,10,9,10,9,7,8,8,6,6,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,0.37,5,7,6,0,0,0
1,10,"male",33,"Other",0,2,2,"Philosophy [Ph.D.]",19,19,19,19,19,5,8,10,9,10,9,7,8,7,5,8,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,0.28,5,5,6,0,0,0
1,10,"male",33,"Other",0,2,2,"Philosophy [Ph.D.]",19,19,19,19,19,5,8,10,9,10,9,7,8,7,6,7,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,-0.01,5,7,5,0,0,0
1,10,"male",33,"Other",0,2,2,"Philosophy [Ph.D.]",19,19,19,19,19,5,8,10,9,10,9,8,9,8,8,8,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,0.44,5,8,7,0,1,1
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,6,6,7,6,5,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.37,10,6,8,0,1,0
1,11,"female",28,"Latino/Hispanic American",1,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,4,5,6,6,6,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.47,10,6,8,0,1,1
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,7,6,9,4,9,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.38,10,2,4,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,2,4,5,5,5,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.34,10,3,3,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,2,1,1,1,9,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,-0.11,10,1,2,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,1,2,8,1,8,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.64,10,2,8,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,4,2,5,1,8,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,-0.09,10,6,8,0,1,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,1,9,8,1,3,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.45,10,2,8,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,4,6,8,6,6,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.53,10,4,8,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,1,2,5,7,5,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,-0.15,10,1,4,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,6,1,5,1,1,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,-0.02,10,1,2,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,2,4,4,1,7,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.54,10,3,4,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,4,9,3,2,4,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.11,10,2,4,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,1,2,3,1,5,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.5,10,1,5,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,1,6,5,1,6,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.34,10,1,5,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,2,6,6,7,6,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.09,10,3,8,0,1,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,4,2,7,1,7,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.31,10,1,2,0,0,0
1,11,"female",28,"Latino/Hispanic American",0,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,1,7,9,2,9,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,-0.16,10,2,8,0,1,1
1,11,"female",28,"Latino/Hispanic American",1,1,1,"Political Science",0,25,25,25,25,0,9,9,9,9,10,2,8,8,3,8,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.47,10,2,6,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,5,6,7,6,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.43,7,5,6,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,6,7,7,7,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.5,7,7,7,0,1,1
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,6,7,7,5,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.29,7,6,5,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,6,6,7,6,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.58,7,6,5,0,1,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,7,7,8,8,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.13,7,8,7,0,1,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,5,6,6,5,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.68,7,6,5,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,7,6,7,7,8,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.27,7,7,6,0,1,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,5,6,7,4,5,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.49,7,5,5,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,7,7,7,7,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.6,7,7,7,0,1,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,7,7,7,7,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,-0.41,7,7,6,0,1,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",1,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,4,8,8,5,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,-0.29,7,5,5,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,7,7,7,7,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.75,7,8,6,0,1,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,6,8,8,6,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.01,7,7,7,0,1,1
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,6,7,6,6,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.13,7,6,5,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",1,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,5,5,6,5,5,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.26,7,5,5,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,5,5,6,5,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.29,7,6,6,0,1,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",1,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,7,7,7,7,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.13,7,8,6,0,1,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,6,7,7,5,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.4,7,5,4,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",1,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,4,7,7,6,8,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.09,7,6,6,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,5,7,6,6,7,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,-0.04,7,6,6,0,0,0
1,11,"female",33,"Asian/Pacific Islander/Asian-American",0,1,1,"sociology",25,30,10,10,5,20,8,10,9,8,7,5,7,6,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.38,7,7,6,0,1,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,6,6,6,2,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.62,6,4,5,0,0,0
1,11,"female",22,"European/Caucasian-American",0,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,4,3,3,3,4,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.33,6,3,3,0,0,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,8,7,6,5,4,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.34,6,4,4,0,0,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,8,7,6,5,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.49,6,7,5,0,1,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,9,5,8,7,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.19,6,8,5,0,1,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,4,5,5,2,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.74,6,3,4,0,0,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,9,8,8,6,8,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.39,6,8,5,0,1,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,5,5,7,3,6,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.48,6,5,5,0,0,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,6,3,4,2,4,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.52,6,3,3,0,0,0
1,11,"female",22,"European/Caucasian-American",0,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,7,6,5,7,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,-0.39,6,6,5,0,0,0
1,11,"female",22,"European/Caucasian-American",0,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,6,6,6,5,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,-0.11,6,5,7,0,0,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,6,3,5,3,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.77,6,4,3,0,0,0
1,11,"female",22,"European/Caucasian-American",0,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,3,5,5,3,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,-0.25,6,3,3,0,0,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,5,5,7,3,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.11,6,3,5,0,0,0
1,11,"female",22,"European/Caucasian-American",0,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,5,6,6,3,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.29,6,3,3,0,0,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,5,9,8,6,8,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.38,6,3,5,0,0,0
1,11,"female",22,"European/Caucasian-American",0,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,5,7,6,8,5,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.23,6,4,5,0,0,0
1,11,"female",22,"European/Caucasian-American",1,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,8,3,3,2,3,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.37,6,3,3,0,0,0
1,11,"female",22,"European/Caucasian-American",0,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,5,7,9,8,9,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.09,6,7,5,0,0,0
1,11,"female",22,"European/Caucasian-American",0,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,8,7,5,5,7,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.16,6,6,5,0,0,0
1,11,"female",22,"European/Caucasian-American",0,8,3,"Philosophy and Physics",25,7,25,25,8,10,8,7,8,10,8,4,4,5,5,6,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.27,6,3,3,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.19,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.28,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,7,6,7,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.3,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.24,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.06,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,5,5,5,5,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.12,6,5,5,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.25,6,6,5,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,7,6,7,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.13,6,6,5,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,7,6,7,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.18,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,7,7,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.36,6,7,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",1,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,6,7,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.16,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,6,7,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.31,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,5,5,5,5,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.25,6,5,5,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,5,6,7,5,7,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.5,6,5,5,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",1,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,5,5,5,5,5,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.02,6,5,5,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.02,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",1,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,7,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.3,6,6,5,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,6,6,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.38,6,6,6,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",1,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,7,7,7,7,7,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.22,6,7,5,0,0,0
1,11,"female",26,"Asian/Pacific Islander/Asian-American",0,3,1,"nutrition",16.67,16.67,16.67,16.67,16.67,16.67,6,8,6,7,6,6,7,7,6,6,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,-0.24,6,7,6,0,0,0
